_id,Measure,Race_Ethnicity,Estimate,State,Ratio
ObjectId("5ea70f4e0e750000200391f1"),Adults who reported getting the help or advice they needed when they contacted their home health providers in the last 2 months of care,Black,24.8,New York,18.5%
ObjectId("5ea70f4e0e750000200391f2"),Home health care patients who had an emergency department visit without a hospitalization,Black,3.5,New York,20.2%
ObjectId("5ea70f4e0e750000200391f3"),Adults who reported that home health providers talked with them about the purpose for taking their new or changed prescription medicines in the last 2 months of care,Black,28.4,New York,21.0%
ObjectId("5ea70f4e0e750000200391f4"),Home health patients who had pneumococcal polysaccharide vaccination,Black,67.2,New York,22.0%
ObjectId("5ea70f4e0e750000200391f5"),Adults who needed to see a specialist in the last 12 months who sometimes or never found it easy to see a specialist, Medicare fee-for-service,Black,8.9,New York,22.9%
ObjectId("5ea70f4e0e750000200391f6"),Adults who reported that home health providers talked with them about when to take medicines in the last 2 months of care,Black,25.8,New York,23.8%
ObjectId("5ea70f4e0e750000200391f7"),Home health care patients who had to be admitted to the hospital,Black,22.3,New York,25.7%
ObjectId("5ea70f4e0e750000200391f8"),Adults who reported getting the help or advice they needed the same day they contacted their home health providers,Black,17.7,New York,25.8%
ObjectId("5ea70f4e0e750000200391f9"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never listened carefully to them, Medicare fee-for-service,Black,4,New York,26.3%
ObjectId("5ea70f4e0e750000200391fa"),Adults home health patients age 18 and over who reported that home health providers talked with them about the side effects of medicines in the last 2 months of care,Black,21.3,New York,27.9%
ObjectId("5ea70f4e0e750000200391fb"),Long-stay nursing home residents whose need for help with daily activities increased,Black,13.7,New York,29.0%
ObjectId("5ea70f4e0e750000200391fc"),Long-stay nursing home residents whose  ability to move independently worsened,Black,17.8,New York,29.5%
ObjectId("5ea70f4e0e750000200391fd"),Adults who needed care right away for an illness, injury, or condition in the last 12 months who sometimes or never got care as soon as wanted, Medicare fee-for-service,Black,7.4,New York,31.3%
ObjectId("5ea70f4e0e750000200391fe"),Home health care patients who had an emergency department visit and then hospitalized,Black,17.8,New York,31.5%
ObjectId("5ea70f4e0e750000200391ff"),Low-risk, long-stay nursing home residents with a catheter inserted and left in the bladder,Black,3.5,New York,38.2%
ObjectId("5ea70f4e0e75000020039200"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never explained things in a way they could understand, Medicare fee-for-service,Black,3.8,New York,41.5%
ObjectId("5ea70f4e0e75000020039201"),Adult hospital patients who did not receive good communication about discharge information,Black,11.1,New York,43.8%
ObjectId("5ea70f4e0e75000020039202"),Long-stay nursing home patients experiencing one or more falls with major injury,Black,0.6,New York,43.9%
ObjectId("5ea70f4e0e75000020039203"),Rating of health care 0-6 on a scale from 0 (worst grade) to 10 (best grade) by adults who had a doctor´s office or clinic visit in the last 12 months, Medicare managed care,Black,10.6,New York,48.2%
ObjectId("5ea70f4e0e75000020039204"),Adults who had a doctor´s office or clinic visit in the last 12 months whose health providers sometimes or never spent enough time with them, Medicare fee-for-service,Black,5.7,New York,49.9%
ObjectId("5ea70f4e0e75000020039205"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never showed respect for what they had to say, Medicare fee-for-service,Hispanic,3.7,New York,51.7%
ObjectId("5ea70f4e0e75000020039206"),Adult hospital patients who sometimes or never had good communication about medications they received in the hospital,Hispanic,11.8,New York,52.1%
ObjectId("5ea70f4e0e75000020039207"),Adults who had a doctor's office or clinic visit in the last 12 months and needed care, tests, or treatment who sometimes or never found it easy to get the care, tests, or treatment, Medicare fee-for-service,Hispanic,6.9,New York,57.1%
ObjectId("5ea70f4e0e75000020039208"),Adults who needed to see a specialist in the last 12 months who sometimes or never found it easy to see a specialist, Medicare managed care,Hispanic,10.2,New York,60.1%
ObjectId("5ea70f4e0e75000020039209"),Adults who had a doctor's office or clinic visit in the last 12 months and needed care, tests, or treatment who sometimes or never found it easy to get the care, tests, or treatment, Medicare managed care,Hispanic,8.7,New York,78.2%
ObjectId("5ea70f4e0e7500002003920a"),Adult hospital patients who strongly disagree or disagree that staff took their preferences and those of their family and caregiver into account when deciding what the patients discharge health care would be,Hispanic,5.9,New York,82.1%
ObjectId("5ea70f4e0e7500002003920b"),High-risk, long-stay nursing home patients with pressure ulcer,Hispanic,6.3,New York,85.3%
ObjectId("5ea70f4e0e7500002003920c"),Short-stay nursing home patients with pressure ulcers that are new or worsened,Hispanic,0.5,New York,85.7%
ObjectId("5ea70f4e0e7500002003920d"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never showed respect for what they had to say, Medicare managed care,Hispanic,3.2,New York,92.2%
ObjectId("5ea70f4e0e7500002003920e"),Adults who needed care right away for an illness, injury, or condition in the last 12 months who sometimes or never got care as soon as wanted, Medicare managed care,Hispanic,8.4,New York,94.3%
ObjectId("5ea70f4e0e7500002003920f"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never listened carefully to them, Medicare managed care,Hispanic,4.8,New York,100.4%
ObjectId("5ea70f4e0e75000020039210"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never spent enough time with them, Medicare managed care,Hispanic,5.9,New York,113.5%
ObjectId("5ea70f4e0e75000020039211"),Low-risk, long-stay nursing home residents with loss of control of bowels or bladder,Hispanic,40.7,New York,143.7%
ObjectId("5ea70f4e0e75000020039212"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never explained things in a way they could understand, Medicare managed care,Hispanic,4.8,New York,150.5%
ObjectId("5ea70f4e0e75000020039213"),Long-stay nursing home residents with physical restraints,Hispanic,0.7,New York,213.0%
ObjectId("5ea70f4e0e75000020039214"),Long-stay nursing home residents have depressive symptoms,Hispanic,8.2,New York,610.4%
ObjectId("5ea70f4e0e75000020039215"),Short-stay home health patients who had drug education on all medications,NHPI,97.2,New York,
ObjectId("5ea70f4e0e75000020039216"),Composite measure: Adults ages 50-75 who received any type of colorectal cancer screening,NHPI,72.3,New York,
ObjectId("5ea70f4e0e75000020039217"),People who needed to see a doctor but could not because of cost in the past 12 months,NHPI,10,New York,
ObjectId("5ea70f4e0e75000020039218"),Composite measure: Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never listened carefully, explained things clearly, respected what they had to say, and spent enough time with them, Medicare man,NHPI,4.7,New York,
ObjectId("5ea70f4e0e75000020039219"),Composite measure: Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never listened carefully, explained things clearly, respected what they had to say, and spent enough time with them, Medicare fee,NHPI,4.3,New York,
ObjectId("5ea70f4e0e7500002003921a"),Adult hospital patients who always had good communication with nurses in the hospital,NHPI,79.1,New York,
ObjectId("5ea70f4e0e7500002003921b"),Adult hospital patients who always had good communication with doctors in the hospital,NHPI,78.6,New York,
ObjectId("5ea70f4e0e7500002003921c"),Adult hospital patients who strongly agree that they understood the purpose for taking each of their medications after discharge,NHPI,49.3,New York,
ObjectId("5ea70f4e0e7500002003921d"),Adult hospital patients who strongly agree that they understood how to manage their health after discharge,NHPI,50.7,New York,
ObjectId("5ea70f4e0e7500002003921e"),Long-stay nursing home patients experiencing one or more falls with major injury,White,0.2,New York,54%
ObjectId("5ea70f4e0e7500002003921f"),Long-stay nursing home residents with moderate to severe pain,White,2.6,New York,44%
ObjectId("5ea70f4e0e75000020039220"),Long-stay nursing home residents with a urinary tract infection,White,2.2,New York,34%
ObjectId("5ea70f4e0e75000020039221"),Short-stay nursing home residents with moderate to severe pain,White,7.5,New York,31%
ObjectId("5ea70f4e0e75000020039222"),Adults age 40 and over with diagnosed diabetes who received a dilated eye examination in the calendar year,White,85.6,New York,14%
ObjectId("5ea70f4e0e75000020039223"),Adults age 40 and over with diagnosed diabetes who received at least two hemoglobin A1c measurements in the calendar year,White,83.7,New York,5%
ObjectId("5ea70f4e0e75000020039224"),Short-stay home health patients who had diabetic foot care and patient education,White,99.3,New York,1%
ObjectId("5ea70f4e0e75000020039225"),Adults who received a blood cholesterol measurement in the last 5 years,White,82.6,New York,-0.4%
ObjectId("5ea70f4e0e75000020039226"),Adults who reported a home health provider asking to see all the prescription and over-the-counter medicines they were taking, when they first started getting home health care,White,85.1,New York,0.5%
ObjectId("5ea70f4e0e75000020039227"),Long-stay nursing home residents with too much weight loss,White,5.5,New York,2.2%
ObjectId("5ea70f4e0e75000020039228"),Long-stay nursing home patients who were assessed and appropriately given the seasonal influenza vaccine,White,91.6,New York,2.7%
ObjectId("5ea70f4e0e75000020039229"),Home health care patients who had an emergency department visit without a hospitalization,White,3,New York,2.8%
ObjectId("5ea70f4e0e7500002003922a"),Home health care patients whose pain when moving around decreased,White,71.6,New York,2.9%
ObjectId("5ea70f4e0e7500002003922b"),Long-stay nursing home residents who were assessed for pneumococcal vaccination,White,94.7,New York,3.3%
ObjectId("5ea70f4e0e7500002003922c"),Home health care patients whose management of oral medications improved,White,63.5,New York,3.8%
ObjectId("5ea70f4e0e7500002003922d"),Home health care patients who stayed at home after an episode of home health care,White,74.5,New York,3.9%
ObjectId("5ea70f4e0e7500002003922e"),Long-stay nursing home residents whose  ability to move independently worsened,White,14.4,New York,4.8%
ObjectId("5ea70f4e0e7500002003922f"),Adults who reported being told what care and services they would get when they first started getting home health care,White,86.8,New York,4.9%
ObjectId("5ea70f4e0e75000020039230"),Home health care patients whose shortness of breath decreased,White,71.6,New York,7.1%
ObjectId("5ea70f4e0e75000020039231"),Adults who reported a home health provider talking with them about all the prescription and over-the-counter medicines they were taking when they first started getting home health care,White,81.3,New York,7.9%
ObjectId("5ea70f4e0e75000020039232"),Adults who reported getting the help or advice they needed when they contacted their home health providers in the last 2 months of care,White,27.9,New York,8.3%
ObjectId("5ea70f4e0e75000020039233"),Adults who reported that home health providers always treated them with courtesy and respect in the last 2 months of care,White,87.1,New York,8.3%
ObjectId("5ea70f4e0e75000020039234"),Adults age 40 and over with diagnosed diabetes who had their feet checked for sores or irritation in the calendar year,White,77,New York,8.4%
ObjectId("5ea70f4e0e75000020039235"),Adults who did not have any problem with the care they received from their home health providers in the last 2 months of care,White,86,New York,8.5%
ObjectId("5ea70f4e0e75000020039236"),Home health care patients whose surgical wound was improved,White,87.5,New York,8.9%
ObjectId("5ea70f4e0e75000020039237"),Home health care patients whose bathing improved,White,68.2,New York,9.5%
ObjectId("5ea70f4e0e75000020039238"),Adults who reported that home health providers talk about pain in the last 2 months of care,White,82.4,New York,9.7%
ObjectId("5ea70f4e0e75000020039239"),Home health patients who had improvement in upper body dressing,Black,68.6,New York,11.3%
ObjectId("5ea70f4e0e7500002003923a"),Low-risk, long-stay nursing home residents with a catheter inserted and left in the bladder,Black,2.8,New York,11.4%
ObjectId("5ea70f4e0e7500002003923b"),Long-stay nursing home residents whose need for help with daily activities increased,Black,11.9,New York,12.1%
ObjectId("5ea70f4e0e7500002003923c"),Adults who reported that home health providers always treated them as gently as possible in the last 2 months of care,Black,81.2,New York,12.2%
ObjectId("5ea70f4e0e7500002003923d"),Short-stay nursing home residents who were assessed for pneumococcal vaccination,Black,82.6,New York,13.3%
ObjectId("5ea70f4e0e7500002003923e"),Adults who reported that home health providers always listen carefully to them in the last 2 months of care,Black,75.9,New York,13.7%
ObjectId("5ea70f4e0e7500002003923f"),Adults who reported that home health providers always explained things in a way that was easy to understand in the last 2 months of care,Black,74.5,New York,14.1%
ObjectId("5ea70f4e0e75000020039240"),Short-stay nursing home patients who had flu vaccination appropriately given,Black,79.5,New York,14.4%
ObjectId("5ea70f4e0e75000020039241"),Adults who had a doctor´s office or clinic visit in the last 12 months who sometimes or never got advice to quit smoking from provider, Medicare managed care,Black,31.8,New York,14.8%
ObjectId("5ea70f4e0e75000020039242"),Home health care patients whose ability to walk or move around improved,Black,60.5,New York,15.4%
ObjectId("5ea70f4e0e75000020039243"),Home health care patients whose ability to get in and out of bed improved,Black,59.2,New York,15.7%
ObjectId("5ea70f4e0e75000020039244"),Adults age 40 and over with diagnosed diabetes who received a flu vaccination in the calendar year,Black,55.4,New York,15.9%
ObjectId("5ea70f4e0e75000020039245"),Adults age 65 and over who ever received pneumococcal vaccination,Black,65.7,New York,16.5%
ObjectId("5ea70f4e0e75000020039246"),Adults who reported that home health providers always kept them informed about when they would arrive at their home in the last 2 months of care,Black,69.5,New York,16.5%
ObjectId("5ea70f4e0e75000020039247"),Adults ages 18-64 at high risk (e.g., COPD) who received an influenza vaccination in the last flu season,Black,39.2,New York,18.0%
ObjectId("5ea70f4e0e75000020039248"),Adults who reported a home health provider talking with them about how to set up their home so they can move around safely when they first started getting home health care,Black,65,New York,18.9%
ObjectId("5ea70f4e0e75000020039249"),Adults who reported that home health providers always seem informed and up-to-date about all the cares or treatments they got at home in the last 2 months of care,Black,52.3,New York,22.6%
ObjectId("5ea70f4e0e7500002003924a"),Adults who had a doctor´s office or clinic visit in the last 12 months who sometimes or never got advice to quit smoking from provider, Medicare fee-for-service,Black,35.6,New York,23.6%
ObjectId("5ea70f4e0e7500002003924b"),Adults who reported that home health providers talked with them about when to take medicines in the last 2 months of care,Black,24.9,New York,26.5%
ObjectId("5ea70f4e0e7500002003924c"),Home health patients who had influenza vaccination during flu season,Black,62,New York,26.9%
ObjectId("5ea70f4e0e7500002003924d"),Adults who reported getting the help or advice they needed the same day they contacted their home health providers,Black,17.2,New York,27.9%
ObjectId("5ea70f4e0e7500002003924e"),Adults who reported that home health providers talked with them about the purpose for taking their new or changed prescription medicines in the last 2 months of care,Black,25.8,New York,28.2%
ObjectId("5ea70f4e0e7500002003924f"),Adults who had an appointment for routine health care in the last 12 months who sometimes or never got an appointments for routine care as soon as wanted, Medicare fee-for-service,Black,12.5,New York,31.0%
ObjectId("5ea70f4e0e75000020039250"),Adults age 65 and over who received an influenza vaccination in the last flu season,Black,47.7,New York,32.2%
ObjectId("5ea70f4e0e75000020039251"),Home health care patients who had an emergency department visit and then hospitalized,Black,17.9,New York,32.2%
ObjectId("5ea70f4e0e75000020039252"),Adults home health patients age 18 and over who reported that home health providers talked with them about the side effects of medicines in the last 2 months of care,Black,19.1,New York,35.3%
ObjectId("5ea70f4e0e75000020039253"),Home health care patients who had to be admitted to the hospital,Black,24.1,New York,35.9%
ObjectId("5ea70f4e0e75000020039254"),Home health patients who had pneumococcal polysaccharide vaccination,Black,48.8,New York,43.3%
ObjectId("5ea70f4e0e75000020039255"),Adults ages 18-64 at high risk (e.g., COPD) who ever received pneumococcal vaccination,Black,24.8,New York,44.7%
ObjectId("5ea70f4e0e75000020039256"),Adult hospital patients who sometimes or never had good communication about medications they received in the hospital,Hispanic,12.3,New York,58.5%
ObjectId("5ea70f4e0e75000020039257"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never listened carefully to them, Medicare fee-for-service,Hispanic,5.2,New York,64.6%
ObjectId("5ea70f4e0e75000020039258"),Adults who had an appointment for routine health care in the last 12 months who sometimes or never got an appointments for routine care as soon as wanted, Medicare managed care,Hispanic,14,New York,69.8%
ObjectId("5ea70f4e0e75000020039259"),Adults who needed to see a specialist in the last 12 months who sometimes or never found it easy to see a specialist, Medicare fee-for-service,Hispanic,13.1,New York,80.7%
ObjectId("5ea70f4e0e7500002003925a"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never listened carefully to them, Medicare managed care,Hispanic,4.4,New York,85.8%
ObjectId("5ea70f4e0e7500002003925b"),Adults who had a doctor´s office or clinic visit in the last 12 months whose health providers sometimes or never spent enough time with them, Medicare fee-for-service,Hispanic,7.1,New York,86.2%
ObjectId("5ea70f4e0e7500002003925c"),Adults who needed care right away for an illness, injury, or condition in the last 12 months who sometimes or never got care as soon as wanted, Medicare fee-for-service,Hispanic,10.6,New York,87.6%
ObjectId("5ea70f4e0e7500002003925d"),Adult hospital patients who did not receive good communication about discharge information,Hispanic,15.3,New York,98.2%
ObjectId("5ea70f4e0e7500002003925e"),Short-stay nursing home patients with pressure ulcers that are new or worsened,Hispanic,0.6,New York,114.3%
ObjectId("5ea70f4e0e7500002003925f"),Long-stay nursing home residents with physical restraints,Hispanic,0.5,New York,134.8%
ObjectId("5ea70f4e0e75000020039260"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never showed respect for what they had to say, Medicare managed care,Hispanic,3.9,New York,134.9%
ObjectId("5ea70f4e0e75000020039261"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never explained things in a way they could understand, Medicare fee-for-service,Hispanic,6.3,New York,138.5%
ObjectId("5ea70f4e0e75000020039262"),Rating of health care 0-6 on a scale from 0 (worst grade) to 10 (best grade) by adults who had a doctor´s office or clinic visit in the last 12 months, Medicare fee-for-service,Hispanic,21.3,New York,143.5%
ObjectId("5ea70f4e0e75000020039263"),Rating of health care 0-6 on a scale from 0 (worst grade) to 10 (best grade) by adults who had a doctor´s office or clinic visit in the last 12 months, Medicare managed care,Hispanic,18.5,New York,158.8%
ObjectId("5ea70f4e0e75000020039264"),Adults who needed to see a specialist in the last 12 months who sometimes or never found it easy to see a specialist, Medicare managed care,Hispanic,16.6,New York,159.6%
ObjectId("5ea70f4e0e75000020039265"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never spent enough time with them, Medicare managed care,Hispanic,7.7,New York,181.5%
ObjectId("5ea70f4e0e75000020039266"),Low-risk, long-stay nursing home residents with loss of control of bowels or bladder,Hispanic,48,New York,187.4%
ObjectId("5ea70f4e0e75000020039267"),High-risk, long-stay nursing home patients with pressure ulcer,Hispanic,10.1,New York,197.4%
ObjectId("5ea70f4e0e75000020039268"),Adults who had a doctor's office or clinic visit in the last 12 months and needed care, tests, or treatment who sometimes or never found it easy to get the care, tests, or treatment, Medicare fee-for-service,Hispanic,13.6,New York,210.7%
ObjectId("5ea70f4e0e75000020039269"),Adult hospital patients who strongly disagree or disagree that staff took their preferences and those of their family and caregiver into account when deciding what the patients discharge health care would be,Hispanic,10.2,New York,214.8%
ObjectId("5ea70f4e0e7500002003926a"),Adults who had a doctor's office or clinic visit in the last 12 months and needed care, tests, or treatment who sometimes or never found it easy to get the care, tests, or treatment, Medicare managed care,Hispanic,15.9,New York,225.3%
ObjectId("5ea70f4e0e7500002003926b"),Adults who needed care right away for an illness, injury, or condition in the last 12 months who sometimes or never got care as soon as wanted, Medicare managed care,Hispanic,15.5,New York,256.6%
ObjectId("5ea70f4e0e7500002003926c"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never explained things in a way they could understand, Medicare managed care,Hispanic,7,New York,265.6%
ObjectId("5ea70f4e0e7500002003926d"),Long-stay nursing home residents have depressive symptoms,Hispanic,10.9,New York,849.6%
ObjectId("5ea70f4e0e7500002003926e"),Short-stay home health patients who had drug education on all medications,NHPI,95.6,New York,
ObjectId("5ea70f4e0e7500002003926f"),Composite measure: Adults ages 50-75 who received any type of colorectal cancer screening,NHPI,75.3,New York,
ObjectId("5ea70f4e0e75000020039270"),People who needed to see a doctor but could not because of cost in the past 12 months,NHPI,13.2,New York,
ObjectId("5ea70f4e0e75000020039271"),Composite measure: Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never listened carefully, explained things clearly, respected what they had to say, and spent enough time with them, Medicare man,NHPI,5.8,New York,
ObjectId("5ea70f4e0e75000020039272"),Composite measure: Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never listened carefully, explained things clearly, respected what they had to say, and spent enough time with them, Medicare fee,NHPI,5.5,New York,
ObjectId("5ea70f4e0e75000020039273"),Adult hospital patients who always had good communication with nurses in the hospital,NHPI,78.5,New York,
ObjectId("5ea70f4e0e75000020039274"),Adult hospital patients who always had good communication with doctors in the hospital,NHPI,80.5,New York,
ObjectId("5ea70f4e0e75000020039275"),Adult hospital patients who strongly agree that they understood how to manage their health after discharge,NHPI,49.1,New York,
ObjectId("5ea70f4e0e75000020039276"),Adult hospital patients who strongly agree that they understood the purpose for taking each of their medications after discharge,NHPI,50.4,New York,
ObjectId("5ea70f4e0e75000020039277"),Long-stay nursing home residents with moderate to severe pain,White,2.3,New York,51%
ObjectId("5ea70f4e0e75000020039278"),Short-stay nursing home residents with moderate to severe pain,White,5.9,New York,45%
ObjectId("5ea70f4e0e75000020039279"),Long-stay nursing home residents with a urinary tract infection,White,2.5,New York,23%
ObjectId("5ea70f4e0e7500002003927a"),Long-stay nursing home patients experiencing one or more falls with major injury,White,0.3,New York,17%
ObjectId("5ea70f4e0e7500002003927b"),Home health care patients who had an emergency department visit without a hospitalization,White,2.5,New York,11%
ObjectId("5ea70f4e0e7500002003927c"),Low-risk, long-stay nursing home residents with a catheter inserted and left in the bladder,White,2.3,New York,8%
ObjectId("5ea70f4e0e7500002003927d"),Short-stay home health patients who had diabetic foot care and patient education,White,99.4,New York,1%
ObjectId("5ea70f4e0e7500002003927e"),Long-stay nursing home residents with too much weight loss,White,5.4,New York,1.1%
ObjectId("5ea70f4e0e7500002003927f"),Long-stay nursing home patients who were assessed and appropriately given the seasonal influenza vaccine,White,92.4,New York,1.8%
ObjectId("5ea70f4e0e75000020039280"),Long-stay nursing home residents whose  ability to move independently worsened,White,14,New York,1.9%
ObjectId("5ea70f4e0e75000020039281"),Adults age 40 and over with diagnosed diabetes who received a dilated eye examination in the calendar year,White,73.3,New York,2.5%
ObjectId("5ea70f4e0e75000020039282"),Home health care patients who stayed at home after an episode of home health care,White,75.3,New York,2.8%
ObjectId("5ea70f4e0e75000020039283"),Long-stay nursing home residents who were assessed for pneumococcal vaccination,White,94.3,New York,3.8%
ObjectId("5ea70f4e0e75000020039284"),Home health care patients whose pain when moving around decreased,White,70.1,New York,5.0%
ObjectId("5ea70f4e0e75000020039285"),Adults ages 18-64 at high risk (e.g., COPD) who received an influenza vaccination in the last flu season,White,44.8,New York,6.2%
ObjectId("5ea70f4e0e75000020039286"),Long-stay nursing home residents whose need for help with daily activities increased,White,11.5,New York,8.3%
ObjectId("5ea70f4e0e75000020039287"),Home health care patients whose surgical wound was improved,White,87,New York,8.3%
ObjectId("5ea70f4e0e75000020039288"),Adults age 40 and over with diagnosed diabetes who received a flu vaccination in the calendar year,White,59.7,New York,9.3%
ObjectId("5ea70f4e0e75000020039289"),Home health care patients whose shortness of breath decreased,White,69.7,New York,9.5%
ObjectId("5ea70f4e0e7500002003928a"),Adults who received a blood cholesterol measurement in the last 5 years,White,74.1,New York,9.9%
ObjectId("5ea70f4e0e7500002003928b"),Home health care patients whose management of oral medications improved,Black,57.6,New York,12.7%
ObjectId("5ea70f4e0e7500002003928c"),Home health care patients whose bathing improved,Black,64.8,New York,14.0%
ObjectId("5ea70f4e0e7500002003928d"),Short-stay nursing home residents who were assessed for pneumococcal vaccination,Black,80.7,New York,15.3%
ObjectId("5ea70f4e0e7500002003928e"),Home health patients who had improvement in upper body dressing,Black,64.8,New York,16.3%
ObjectId("5ea70f4e0e7500002003928f"),Short-stay nursing home patients who had flu vaccination appropriately given,Black,77.7,New York,16.4%
ObjectId("5ea70f4e0e75000020039290"),Adults who had a doctor´s office or clinic visit in the last 12 months who sometimes or never got advice to quit smoking from provider, Medicare managed care,Black,32.5,New York,17.4%
ObjectId("5ea70f4e0e75000020039291"),Adults ages 18-64 at high risk (e.g., COPD) who ever received pneumococcal vaccination,Black,37,New York,17.4%
ObjectId("5ea70f4e0e75000020039292"),Adults age 65 and over who ever received pneumococcal vaccination,Black,63.5,New York,19.3%
ObjectId("5ea70f4e0e75000020039293"),Home health care patients whose ability to walk or move around improved,Black,56.7,New York,20.7%
ObjectId("5ea70f4e0e75000020039294"),Home health care patients whose ability to get in and out of bed improved,Black,55,New York,21.7%
ObjectId("5ea70f4e0e75000020039295"),Home health care patients who had an emergency department visit and then hospitalized,Black,16.7,New York,23.3%
ObjectId("5ea70f4e0e75000020039296"),Adults age 40 and over with diagnosed diabetes who received at least two hemoglobin A1c measurements in the calendar year,Black,60.8,New York,23.5%
ObjectId("5ea70f4e0e75000020039297"),Adults age 65 and over who received an influenza vaccination in the last flu season,Black,52.5,New York,25.3%
ObjectId("5ea70f4e0e75000020039298"),Home health patients who had influenza vaccination during flu season,Black,63.1,New York,25.6%
ObjectId("5ea70f4e0e75000020039299"),Adults age 40 and over with diagnosed diabetes who had their feet checked for sores or irritation in the calendar year,Black,59.3,New York,29.4%
ObjectId("5ea70f4e0e7500002003929a"),Home health care patients who had to be admitted to the hospital,Black,23,New York,29.7%
ObjectId("5ea70f4e0e7500002003929b"),Home health patients who had pneumococcal polysaccharide vaccination,Black,46.4,New York,46.1%
ObjectId("5ea70f4e0e7500002003929c"),Short-stay nursing home patients with pressure ulcers that are new or worsened,Hispanic,0.5,New York,78.6%
ObjectId("5ea70f4e0e7500002003929d"),Adults who had an appointment for routine health care in the last 12 months who sometimes or never got an appointments for routine care as soon as wanted, Medicare fee-for-service,Hispanic,17.1,New York,79.0%
ObjectId("5ea70f4e0e7500002003929e"),Adults who had an appointment for routine health care in the last 12 months who sometimes or never got an appointments for routine care as soon as wanted, Medicare managed care,Hispanic,17.4,New York,110.2%
ObjectId("5ea70f4e0e7500002003929f"),Rating of health care 0-6 on a scale from 0 (worst grade) to 10 (best grade) by adults who had a doctor´s office or clinic visit in the last 12 months, Medicare fee-for-service,Hispanic,19.3,New York,120.8%
ObjectId("5ea70f4e0e750000200392a0"),High-risk, long-stay nursing home patients with pressure ulcer,Hispanic,7.6,New York,122.1%
ObjectId("5ea70f4e0e750000200392a1"),Adults who needed to see a specialist in the last 12 months who sometimes or never found it easy to see a specialist, Medicare fee-for-service,Hispanic,16.3,New York,124.7%
ObjectId("5ea70f4e0e750000200392a2"),Rating of health care 0-6 on a scale from 0 (worst grade) to 10 (best grade) by adults who had a doctor´s office or clinic visit in the last 12 months, Medicare managed care,Hispanic,18.4,New York,157.0%
ObjectId("5ea70f4e0e750000200392a3"),Low-risk, long-stay nursing home residents with loss of control of bowels or bladder,Hispanic,45,New York,169.5%
ObjectId("5ea70f4e0e750000200392a4"),Adults who needed care right away for an illness, injury, or condition in the last 12 months who sometimes or never got care as soon as wanted, Medicare managed care,Hispanic,11.8,New York,170.6%
ObjectId("5ea70f4e0e750000200392a5"),Adults who needed to see a specialist in the last 12 months who sometimes or never found it easy to see a specialist, Medicare managed care,Hispanic,19,New York,196.7%
ObjectId("5ea70f4e0e750000200392a6"),Adults who needed care right away for an illness, injury, or condition in the last 12 months who sometimes or never got care as soon as wanted, Medicare fee-for-service,Hispanic,17.3,New York,207.8%
ObjectId("5ea70f4e0e750000200392a7"),Adults who had a doctor's office or clinic visit in the last 12 months and needed care, tests, or treatment who sometimes or never found it easy to get the care, tests, or treatment, Medicare managed care,Hispanic,16.9,New York,243.9%
ObjectId("5ea70f4e0e750000200392a8"),Long-stay nursing home residents with physical restraints,Hispanic,0.8,New York,252.2%
ObjectId("5ea70f4e0e750000200392a9"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never listened carefully to them, Medicare managed care,Hispanic,8.8,New York,266.5%
ObjectId("5ea70f4e0e750000200392aa"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never spent enough time with them, Medicare managed care,Hispanic,11.4,New York,316.4%
ObjectId("5ea70f4e0e750000200392ab"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never showed respect for what they had to say, Medicare managed care,Hispanic,7.2,New York,330.7%
ObjectId("5ea70f4e0e750000200392ac"),Adults who had a doctor's office or clinic visit in the last 12 months and needed care, tests, or treatment who sometimes or never found it easy to get the care, tests, or treatment, Medicare fee-for-service,Hispanic,19.4,New York,342.7%
ObjectId("5ea70f4e0e750000200392ad"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never explained things in a way they could understand, Medicare managed care,Hispanic,10.7,New York,455.7%
ObjectId("5ea70f4e0e750000200392ae"),Long-stay nursing home residents have depressive symptoms,Hispanic,14.4,New York,1154.8%
